#,Date-Time (PDT),Temperature   (°C),Light   (lux),Host Connected,End of File
1609,06-16-2024 08:18:50,13.04,9922.56,,
1610,06-16-2024 08:23:50,13.55,8714.24,,
1611,06-16-2024 08:28:50,13.60,6914.56,,
1612,06-16-2024 08:33:50,13.47,6740.48,,
1613,06-16-2024 08:38:50,13.38,7444.48,,
1614,06-16-2024 08:43:50,13.43,8399.36,,
1615,06-16-2024 08:48:50,13.43,8532.48,,
1616,06-16-2024 08:53:50,13.64,7531.52,,
1617,06-16-2024 08:58:50,13.60,7047.68,,
1618,06-16-2024 09:03:50,13.38,7009.28,,
1619,06-16-2024 09:08:50,13.47,7380.48,,
1620,06-16-2024 09:13:50,13.68,7820.80,,
1621,06-16-2024 09:18:50,13.90,8701.44,,
1622,06-16-2024 09:23:50,14.15,10273.28,,
1623,06-16-2024 09:28:50,14.58,10199.04,,
1624,06-16-2024 09:33:50,14.80,9318.40,,
1625,06-16-2024 09:38:50,14.97,9216.00,,
1626,06-16-2024 09:43:50,14.84,7997.44,,
1627,06-16-2024 09:48:50,14.54,6136.32,,
1628,06-16-2024 09:53:50,14.24,5916.16,,
1629,06-16-2024 09:58:50,14.03,6991.36,,
1630,06-16-2024 10:03:50,14.07,8870.40,,
1631,06-16-2024 10:08:50,14.54,10506.24,,
1632,06-16-2024 10:13:50,14.93,11504.64,,
1633,06-16-2024 10:18:50,15.36,14131.20,,
1634,06-16-2024 10:23:50,16.08,17315.84,,
1635,06-16-2024 10:28:50,17.20,18263.04,,
1636,06-16-2024 10:33:50,17.67,15395.84,,
1637,06-16-2024 10:38:50,17.89,16061.44,,
1638,06-16-2024 10:43:50,18.92,20679.68,,
1639,06-16-2024 10:48:50,19.56,17080.32,,
1640,06-16-2024 10:53:50,18.96,12226.56,,
1641,06-16-2024 10:58:50,17.84,6341.12,,
1642,06-16-2024 11:03:50,16.60,6858.24,,
1643,06-16-2024 11:08:50,16.00,6543.36,,
1644,06-16-2024 11:13:50,15.36,6978.56,,
1645,06-16-2024 11:18:50,14.84,7820.80,,
1646,06-16-2024 11:23:50,14.33,5895.68,,
1647,06-16-2024 11:28:50,13.98,6312.96,,
1648,06-16-2024 11:33:50,14.24,10380.80,,
1649,06-16-2024 11:38:50,14.97,11202.56,,
1650,06-16-2024 11:43:50,15.14,10603.52,,
1651,06-16-2024 11:48:50,15.61,14320.64,,
1652,06-16-2024 11:53:50,16.56,17008.64,,
1653,06-16-2024 11:58:50,17.11,17515.52,,
1654,06-16-2024 12:03:50,18.14,18662.40,,
1655,06-16-2024 12:08:50,19.17,20014.08,,
1656,06-16-2024 12:13:50,20.20,22282.24,,
1657,06-16-2024 12:18:50,20.33,11494.40,,
1658,06-16-2024 12:23:50,19.65,18984.96,,
1659,06-16-2024 12:28:50,21.40,29941.76,,
1660,06-16-2024 12:33:50,23.68,35788.80,,
1661,06-16-2024 12:38:50,24.79,33484.80,,
1662,06-16-2024 12:43:50,24.92,27688.96,,
1663,06-16-2024 12:48:50,26.85,46960.64,,
1664,06-16-2024 12:53:50,27.02,27842.56,,
1665,06-16-2024 12:58:50,24.88,20736.00,,
1666,06-16-2024 13:03:50,23.12,18862.08,,
1667,06-16-2024 13:08:50,22.31,21565.44,,
1668,06-16-2024 13:13:50,21.62,19671.04,,
1669,06-16-2024 13:18:50,21.15,17930.24,,
1670,06-16-2024 13:23:50,20.72,19768.32,,
1671,06-16-2024 13:28:50,20.63,19322.88,,
1672,06-16-2024 13:33:50,20.46,19532.80,,
1673,06-16-2024 13:38:50,20.46,19584.00,,
1674,06-16-2024 13:43:50,20.42,19829.76,,
1675,06-16-2024 13:48:50,20.55,18979.84,,
1676,06-16-2024 13:53:50,20.42,18426.88,,
1677,06-16-2024 13:58:50,20.12,17648.64,,
1678,06-16-2024 14:03:50,20.03,17070.08,,
1679,06-16-2024 14:08:50,19.86,16087.04,,
1680,06-16-2024 14:13:50,18.96,15180.80,,
1681,06-16-2024 14:18:50,18.83,17070.08,,
1682,06-16-2024 14:23:50,19.17,18385.92,,
1683,06-16-2024 14:28:50,19.26,18662.40,,
1684,06-16-2024 14:33:50,20.07,19773.44,,
1685,06-16-2024 14:38:50,20.76,21043.20,,
1686,06-16-2024 14:43:50,21.45,21248.00,,
1687,06-16-2024 14:48:50,21.83,20510.72,,
1688,06-16-2024 14:53:50,22.35,23152.64,,
1689,06-16-2024 14:58:50,23.42,25088.00,,
1690,06-16-2024 15:03:50,24.32,25968.64,,
1691,06-16-2024 15:08:50,25.65,27043.84,,
1692,06-16-2024 15:13:50,25.61,24924.16,,
1693,06-16-2024 15:18:50,25.31,24483.84,,
1694,06-16-2024 15:23:50,25.09,24053.76,,
1695,06-16-2024 15:28:50,24.66,20971.52,,
1696,06-16-2024 15:33:50,24.41,23019.52,,
1697,06-16-2024 15:38:50,25.22,26695.68,,
1698,06-16-2024 15:43:50,24.66,23470.08,,
1699,06-16-2024 15:48:50,24.19,20459.52,,
1700,06-16-2024 15:53:50,23.85,22507.52,,
1701,06-16-2024 15:58:50,25.35,40417.28,,
1702,06-16-2024 16:03:50,26.47,30464.00,,
1703,06-16-2024 16:08:50,25.78,27596.80,,
1704,06-16-2024 16:13:50,25.78,25804.80,,
1705,06-16-2024 16:18:50,25.61,24145.92,,
1706,06-16-2024 16:23:50,24.58,19809.28,,
1707,06-16-2024 16:28:50,24.28,24760.32,,
1708,06-16-2024 16:33:50,24.92,25395.20,,
1709,06-16-2024 16:38:50,24.58,20981.76,,
1710,06-16-2024 16:43:50,23.51,16517.12,,
1711,06-16-2024 16:48:50,22.69,16829.44,,
1712,06-16-2024 16:53:50,22.35,18867.20,,
1713,06-16-2024 16:58:50,22.31,20362.24,,
1714,06-16-2024 17:03:50,22.91,20776.96,,
1715,06-16-2024 17:08:50,22.43,17131.52,,
1716,06-16-2024 17:13:50,21.28,14320.64,,
1717,06-16-2024 17:18:50,20.46,11760.64,,
1718,06-16-2024 17:23:50,19.73,10823.68,,
1719,06-16-2024 17:28:50,19.09,9776.64,,
1720,06-16-2024 17:33:50,18.62,10373.12,,
1721,06-16-2024 17:38:50,18.36,11151.36,,
1722,06-16-2024 17:43:50,18.70,11673.60,,
1723,06-16-2024 17:48:50,18.70,11479.04,,
1724,06-16-2024 17:53:50,18.44,10329.60,,
1725,06-16-2024 17:58:50,17.89,9863.68,,
1726,06-16-2024 18:03:50,18.19,12257.28,,
1727,06-16-2024 18:08:50,18.62,12707.84,,
1728,06-16-2024 18:13:50,18.79,12528.64,,
1729,06-16-2024 18:18:50,19.17,13276.16,,
1730,06-16-2024 18:23:50,19.65,13788.16,,
1731,06-16-2024 18:28:50,19.86,14346.24,,
1732,06-16-2024 18:33:50,20.59,13767.68,,
1733,06-16-2024 18:38:50,20.50,13194.24,,
1734,06-16-2024 18:43:50,20.12,11791.36,,
1735,06-16-2024 18:48:50,19.52,12026.88,,
1736,06-16-2024 18:53:50,19.56,13163.52,,
1737,06-16-2024 18:58:50,19.56,12108.80,,
1738,06-16-2024 19:03:50,18.87,8412.16,,
1739,06-16-2024 19:08:50,17.59,6300.16,,
1740,06-16-2024 19:13:50,16.39,5465.60,,
1741,06-16-2024 19:18:50,16.08,7664.64,,
1742,06-16-2024 19:23:50,16.30,8499.20,,
1743,06-16-2024 19:28:50,16.34,8179.20,,
1744,06-16-2024 19:33:50,16.47,8273.92,,
1745,06-16-2024 19:38:50,16.47,7488.00,,
1746,06-16-2024 19:43:50,16.39,6589.44,,
1747,06-16-2024 19:48:50,16.04,5752.32,,
1748,06-16-2024 19:53:50,15.61,5199.36,,
1749,06-16-2024 19:58:50,15.23,4890.88,,
1750,06-16-2024 20:03:50,14.84,4504.32,,
1751,06-16-2024 20:08:50,14.50,3985.92,,
1752,06-16-2024 20:13:50,14.11,3463.68,,
1753,06-16-2024 20:18:50,13.64,2991.36,,
1754,06-16-2024 20:23:50,13.34,2681.60,,
1755,06-16-2024 20:28:50,12.95,2766.08,,
1756,06-16-2024 20:33:50,12.74,2775.04,,
1757,06-16-2024 20:38:50,12.74,2272.64,,
1758,06-16-2024 20:43:50,12.61,1628.16,,
1759,06-16-2024 20:48:50,12.57,1264.64,,
1760,06-16-2024 20:53:50,12.48,1039.68,,
1761,06-16-2024 20:58:50,12.31,925.12,,
1762,06-16-2024 21:03:50,12.10,748.16,,
1763,06-16-2024 21:08:50,11.84,555.20,,
1764,06-16-2024 21:13:50,11.71,392.16,,
1765,06-16-2024 21:18:50,11.45,263.84,,
1766,06-16-2024 21:23:50,11.32,158.56,,
1767,06-16-2024 21:28:50,11.62,89.40,,
1768,06-16-2024 21:33:50,11.62,50.98,,
1769,06-16-2024 21:38:50,11.49,28.83,,
1770,06-16-2024 21:43:50,11.54,15.00,,
1771,06-16-2024 21:48:50,11.41,7.46,,
1772,06-16-2024 21:53:50,11.24,3.34,,
1773,06-16-2024 21:58:50,11.15,1.37,,
1774,06-16-2024 22:03:50,11.15,0.58,,
1775,06-16-2024 22:08:50,11.07,0.00,,
1776,06-16-2024 22:13:50,11.02,0.00,,
1777,06-16-2024 22:18:50,10.98,0.00,,
1778,06-16-2024 22:23:50,11.07,0.00,,
1779,06-16-2024 22:28:50,11.07,0.00,,
1780,06-16-2024 22:33:50,11.07,0.00,,
1781,06-16-2024 22:38:50,11.11,0.00,,
1782,06-16-2024 22:43:50,10.98,0.00,,
1783,06-16-2024 22:48:50,10.89,0.00,,
1784,06-16-2024 22:53:50,10.64,0.00,,
1785,06-16-2024 22:58:50,10.42,0.00,,
1786,06-16-2024 23:03:50,10.42,0.00,,
1787,06-16-2024 23:08:50,10.34,0.00,,
1788,06-16-2024 23:13:50,10.38,0.00,,
1789,06-16-2024 23:18:50,10.25,0.00,,
1790,06-16-2024 23:23:50,10.21,0.00,,
1791,06-16-2024 23:28:50,10.04,0.00,,
1792,06-16-2024 23:33:50,9.91,0.00,,
1793,06-16-2024 23:38:50,9.82,0.00,,
1794,06-16-2024 23:43:50,9.78,0.00,,
1795,06-16-2024 23:48:50,9.82,0.00,,
1796,06-16-2024 23:53:50,9.78,0.00,,
1797,06-16-2024 23:58:50,9.74,0.00,,
1798,06-17-2024 00:03:50,9.69,0.00,,
1799,06-17-2024 00:08:50,9.74,0.00,,
1800,06-17-2024 00:13:50,9.95,0.00,,
1801,06-17-2024 00:18:50,10.12,0.00,,
1802,06-17-2024 00:23:50,10.34,0.00,,
1803,06-17-2024 00:28:50,10.46,0.00,,
1804,06-17-2024 00:33:50,10.34,0.00,,
1805,06-17-2024 00:38:50,10.08,0.00,,
1806,06-17-2024 00:43:50,9.99,0.00,,
1807,06-17-2024 00:48:50,10.16,0.00,,
1808,06-17-2024 00:53:50,10.38,0.00,,
1809,06-17-2024 00:58:50,10.55,0.00,,
1810,06-17-2024 01:03:50,10.68,0.00,,
1811,06-17-2024 01:08:50,10.77,0.00,,
1812,06-17-2024 01:13:50,10.89,0.00,,
1813,06-17-2024 01:18:50,10.94,0.00,,
1814,06-17-2024 01:23:50,10.98,0.00,,
1815,06-17-2024 01:28:50,10.94,0.00,,
1816,06-17-2024 01:33:50,10.94,0.00,,
1817,06-17-2024 01:38:50,10.98,0.00,,
1818,06-17-2024 01:43:50,10.94,0.00,,
1819,06-17-2024 01:48:50,10.89,0.00,,
1820,06-17-2024 01:53:50,10.81,0.00,,
1821,06-17-2024 01:58:50,10.85,0.00,,
1822,06-17-2024 02:03:50,10.81,0.00,,
1823,06-17-2024 02:08:50,10.85,0.00,,
1824,06-17-2024 02:13:50,10.85,0.00,,
1825,06-17-2024 02:18:50,10.85,0.00,,
1826,06-17-2024 02:23:50,10.94,0.00,,
1827,06-17-2024 02:28:50,10.89,0.00,,
1828,06-17-2024 02:33:50,10.89,0.00,,
1829,06-17-2024 02:38:50,10.94,0.00,,
1830,06-17-2024 02:43:50,10.94,0.00,,
1831,06-17-2024 02:48:50,10.94,0.00,,
1832,06-17-2024 02:53:50,10.98,0.00,,
1833,06-17-2024 02:58:50,11.02,0.00,,
1834,06-17-2024 03:03:50,11.02,0.00,,
1835,06-17-2024 03:08:50,11.02,0.00,,
1836,06-17-2024 03:13:50,10.98,0.00,,
1837,06-17-2024 03:18:50,10.94,0.00,,
1838,06-17-2024 03:23:50,10.98,0.00,,
1839,06-17-2024 03:28:50,11.02,0.00,,
1840,06-17-2024 03:33:50,10.98,0.00,,
1841,06-17-2024 03:38:50,10.98,0.00,,
1842,06-17-2024 03:43:50,10.89,0.00,,
1843,06-17-2024 03:48:50,10.94,0.00,,
1844,06-17-2024 03:53:50,10.85,0.00,,
1845,06-17-2024 03:58:50,10.89,0.00,,
1846,06-17-2024 04:03:50,10.81,0.00,,
1847,06-17-2024 04:08:50,10.77,0.00,,
1848,06-17-2024 04:13:50,10.85,0.00,,
1849,06-17-2024 04:18:50,10.81,0.00,,
1850,06-17-2024 04:23:50,10.81,0.19,,
1851,06-17-2024 04:28:50,10.89,0.19,,
1852,06-17-2024 04:33:50,10.98,1.17,,
1853,06-17-2024 04:38:50,10.89,4.32,,
1854,06-17-2024 04:43:50,10.94,7.46,,
1855,06-17-2024 04:48:50,10.94,12.01,,
1856,06-17-2024 04:53:50,10.89,17.36,,
1857,06-17-2024 04:58:50,10.89,35.17,,
1858,06-17-2024 05:03:50,10.94,51.28,,
1859,06-17-2024 05:08:50,10.89,79.76,,
1860,06-17-2024 05:13:50,10.85,121.72,,
1861,06-17-2024 05:18:50,10.89,146.28,,
1862,06-17-2024 05:23:50,10.94,173.04,,
1863,06-17-2024 05:28:50,10.89,203.92,,
1864,06-17-2024 05:33:50,10.94,294.88,,
1865,06-17-2024 05:38:50,10.94,354.08,,
1866,06-17-2024 05:43:50,11.02,420.48,,
1867,06-17-2024 05:48:50,11.02,520.32,,
1868,06-17-2024 05:53:50,11.02,590.56,,
1869,06-17-2024 05:58:50,11.07,708.16,,
1870,06-17-2024 06:03:50,11.11,968.32,,
1871,06-17-2024 06:08:50,11.24,1089.28,,
1872,06-17-2024 06:13:50,11.28,1194.56,,
1873,06-17-2024 06:18:50,11.37,1317.12,,
1874,06-17-2024 06:23:50,11.37,1287.36,,
1875,06-17-2024 06:28:50,11.45,1335.04,,
1876,06-17-2024 06:33:50,11.54,1537.28,,
1877,06-17-2024 06:38:50,11.62,1576.32,,
1878,06-17-2024 06:43:50,11.67,1623.68,,
1879,06-17-2024 06:48:50,11.75,1774.72,,
1880,06-17-2024 06:53:50,11.79,1952.00,,
1881,06-17-2024 06:58:50,11.79,1884.80,,
1882,06-17-2024 07:03:50,11.79,1790.08,,
1883,06-17-2024 07:08:50,11.84,1969.28,,
1884,06-17-2024 07:13:50,11.88,2124.80,,
1885,06-17-2024 07:18:50,11.97,2447.36,,
1886,06-17-2024 07:23:50,11.92,2133.12,,
1887,06-17-2024 07:28:50,11.97,2503.68,,
1888,06-17-2024 07:33:50,12.05,2618.88,,
1889,06-17-2024 07:38:50,12.14,2530.56,,
1890,06-17-2024 07:43:50,12.14,2885.12,,
1891,06-17-2024 07:48:50,12.31,3046.40,,
1892,06-17-2024 07:53:50,12.35,3549.44,,
1893,06-17-2024 07:58:50,12.48,3353.60,,
1894,06-17-2024 08:03:50,12.57,3394.56,,
1895,06-17-2024 08:08:50,12.65,3825.92,,
1896,06-17-2024 08:13:50,12.87,3737.60,,
1897,06-17-2024 08:18:50,12.95,4067.84,,
1898,06-17-2024 08:23:50,12.95,3910.40,,
1899,06-17-2024 08:28:50,12.95,3573.76,,
1900,06-17-2024 08:33:50,12.87,3392.00,,
1901,06-17-2024 08:38:50,12.74,3624.96,,
1902,06-17-2024 08:43:50,12.82,4005.12,,
1903,06-17-2024 08:48:50,12.70,3942.40,,
1904,06-17-2024 08:53:50,12.87,3904.00,,
1905,06-17-2024 08:58:50,13.04,4014.08,,
1906,06-17-2024 09:03:50,12.95,4272.64,,
1907,06-17-2024 09:08:50,13.12,4307.20,,
1908,06-17-2024 09:13:50,13.17,4309.76,,
1909,06-17-2024 09:18:50,13.25,4303.36,,
1910,06-17-2024 09:23:50,13.21,4558.08,,
1911,06-17-2024 09:28:50,13.17,4467.20,,
1912,06-17-2024 09:33:50,13.30,5591.04,,
1913,06-17-2024 09:38:50,13.43,5926.40,,
1914,06-17-2024 09:43:50,13.68,6080.00,,
1915,06-17-2024 09:48:50,13.94,7052.80,,
1916,06-17-2024 09:53:50,14.20,7060.48,,
1917,06-17-2024 09:58:50,14.03,6443.52,,
1918,06-17-2024 10:03:50,14.15,6796.80,,
1919,06-17-2024 10:08:50,13.90,6494.72,,
1920,06-17-2024 10:13:50,13.85,5080.32,,
1921,06-17-2024 10:18:50,14.03,6072.32,,
1922,06-17-2024 10:23:50,14.15,6883.84,,
1923,06-17-2024 10:28:50,14.71,11151.36,,
1924,06-17-2024 10:33:50,15.61,12569.60,,
1925,06-17-2024 10:38:50,16.30,14602.24,,
1926,06-17-2024 10:43:50,17.07,15769.60,,
1927,06-17-2024 10:48:50,18.02,20828.16,,
1928,06-17-2024 10:53:50,19.39,21227.52,,
1929,06-17-2024 10:58:50,20.50,23029.76,,
1930,06-17-2024 11:03:50,21.40,24125.44,,
1931,06-17-2024 11:08:50,21.92,24135.68,,
1932,06-17-2024 11:13:50,22.09,22312.96,,
1933,06-17-2024 11:18:50,22.48,21585.92,,
1934,06-17-2024 11:23:50,22.73,20536.32,,
1935,06-17-2024 11:28:50,21.70,12968.96,,
1936,06-17-2024 11:33:50,20.07,10987.52,,
1937,06-17-2024 11:38:50,19.13,10782.72,,
1938,06-17-2024 11:43:50,18.83,10462.72,,
1939,06-17-2024 11:48:50,18.70,12692.48,,
1940,06-17-2024 11:53:50,18.66,12308.48,,
1941,06-17-2024 11:58:50,18.66,12912.64,,
1942,06-17-2024 12:03:50,19.00,15385.60,,
1943,06-17-2024 12:08:50,19.56,16440.32,,
1944,06-17-2024 12:13:50,20.12,18928.64,,
1945,06-17-2024 12:18:50,20.85,22231.04,,
1946,06-17-2024 12:23:50,22.22,21975.04,,
1947,06-17-2024 12:28:50,22.78,20700.16,,
1948,06-17-2024 12:33:50,23.89,25917.44,,
1949,06-17-2024 12:38:50,25.27,28764.16,,
1950,06-17-2024 12:43:50,26.34,27822.08,,
1951,06-17-2024 12:48:50,27.28,30576.64,,
1952,06-17-2024 12:53:50,27.41,26265.60,,
1953,06-17-2024 12:58:50,27.11,25425.92,,
1954,06-17-2024 13:03:50,27.67,28354.56,,
1955,06-17-2024 13:08:50,28.48,34406.40,,
1956,06-17-2024 13:13:50,29.90,36075.52,,
1957,06-17-2024 13:18:50,31.36,41256.96,,
1958,06-17-2024 13:23:50,32.60,50257.92,,
1959,06-17-2024 13:28:50,33.50,46612.48,,
1960,06-17-2024 13:33:50,34.70,41943.04,,
1961,06-17-2024 13:38:50,34.49,42721.28,,
1962,06-17-2024 13:43:50,34.88,43356.16,,
1963,06-17-2024 13:48:50,34.92,54026.24,,
1964,06-17-2024 13:53:50,33.89,41052.16,,
1965,06-17-2024 13:58:50,33.42,35450.88,,
1966,06-17-2024 14:03:50,32.64,33873.92,,
1967,06-17-2024 14:08:50,32.13,30904.32,,
1968,06-17-2024 14:13:50,31.87,32880.64,,
1969,06-17-2024 14:18:50,31.40,32430.08,,
1970,06-17-2024 14:23:50,30.46,31672.32,,
1971,06-17-2024 14:28:50,30.24,32819.20,,
1972,06-17-2024 14:33:50,31.44,34713.60,,
1973,06-17-2024 14:38:50,32.30,37570.56,,
1974,06-17-2024 14:43:50,33.25,34088.96,,
1975,06-17-2024 14:48:50,32.69,33761.28,,
1976,06-17-2024 14:53:50,33.03,34344.96,,
1977,06-17-2024 14:58:50,33.80,41205.76,,
1978,06-17-2024 15:03:50,33.16,36669.44,,
1979,06-17-2024 15:08:50,34.15,52080.64,,
1980,06-17-2024 15:13:50,33.97,38952.96,,
1981,06-17-2024 15:18:50,36.98,45547.52,,
1982,06-17-2024 15:23:50,37.88,69058.56,,
1983,06-17-2024 15:28:50,41.10,62320.64,,
1984,06-17-2024 15:33:50,42.60,50278.40,,
1985,06-17-2024 15:38:50,40.88,48906.24,,
1986,06-17-2024 15:43:50,38.22,32778.24,,
1987,06-17-2024 15:48:50,34.06,26869.76,,
1988,06-17-2024 15:53:50,33.89,30566.40,,
1989,06-17-2024 15:58:50,34.10,49971.20,,
1990,06-17-2024 16:03:50,33.97,50298.88,,
1991,06-17-2024 16:08:50,31.87,24279.04,,
1992,06-17-2024 16:13:50,30.59,25098.24,,
1993,06-17-2024 16:18:50,29.00,24463.36,,
1994,06-17-2024 16:23:50,29.86,30023.68,,
1995,06-17-2024 16:28:50,28.44,20567.04,,
1996,06-17-2024 16:33:50,26.90,23848.96,,
1997,06-17-2024 16:38:50,26.08,22312.96,,
1998,06-17-2024 16:43:50,26.51,23029.76,,
1999,06-17-2024 16:48:50,25.69,20316.16,,
2000,06-17-2024 16:53:50,25.61,21196.80,,
2001,06-17-2024 16:58:50,25.39,18483.20,,
2002,06-17-2024 17:03:50,25.27,25067.52,,
2003,06-17-2024 17:08:50,25.48,18165.76,,
2004,06-17-2024 17:13:50,24.92,17761.28,,
2005,06-17-2024 17:18:50,24.24,16476.16,,
2006,06-17-2024 17:23:50,23.76,17484.80,,
2007,06-17-2024 17:28:50,22.31,15580.16,,
2008,06-17-2024 17:33:50,21.15,15416.32,,
2009,06-17-2024 17:38:50,21.15,14955.52,,
2010,06-17-2024 17:43:50,21.36,15114.24,,
2011,06-17-2024 17:48:50,21.83,15452.16,,
2012,06-17-2024 17:53:50,21.28,13209.60,,
2013,06-17-2024 17:58:50,20.72,13102.08,,
2014,06-17-2024 18:03:50,20.42,10368.00,,
2015,06-17-2024 18:08:50,19.73,11443.20,,
2016,06-17-2024 18:13:50,19.99,11156.48,,
2017,06-17-2024 18:18:50,19.60,10053.12,,
2018,06-17-2024 18:23:50,19.17,8675.84,,
2019,06-17-2024 18:28:50,19.26,9914.88,,
2020,06-17-2024 18:33:50,19.39,10360.32,,
2021,06-17-2024 18:38:50,19.60,9758.72,,
2022,06-17-2024 18:43:50,19.56,8757.76,,
2023,06-17-2024 18:48:50,19.00,8412.16,,
2024,06-17-2024 18:53:50,18.87,8524.80,,
2025,06-17-2024 18:58:50,18.66,8463.36,,
2026,06-17-2024 19:03:50,18.32,8450.56,,
2027,06-17-2024 19:08:50,18.06,8407.04,,
2028,06-17-2024 19:13:50,17.89,7851.52,,
2029,06-17-2024 19:18:50,17.76,7569.92,,
2030,06-17-2024 19:23:50,17.89,7388.16,,
2031,06-17-2024 19:28:50,17.67,6108.16,,
2032,06-17-2024 19:33:50,17.46,5588.48,,
2033,06-17-2024 19:38:50,17.16,5127.68,,
2034,06-17-2024 19:43:50,16.86,5000.96,,
2035,06-17-2024 19:48:50,16.60,4458.24,,
2036,06-17-2024 19:53:50,16.34,4935.68,,
2037,06-17-2024 19:58:50,16.21,4249.60,,
2038,06-17-2024 20:03:50,16.08,3633.92,,
2039,06-17-2024 20:08:50,15.87,2995.20,,
2040,06-17-2024 20:13:50,15.66,2616.96,,
2041,06-17-2024 20:18:50,15.44,2115.84,,
2042,06-17-2024 20:23:50,15.14,1978.88,,
2043,06-17-2024 20:28:50,14.97,1878.40,,
2044,06-17-2024 20:33:50,14.97,1760.64,,
2045,06-17-2024 20:38:50,14.80,1653.76,,
2046,06-17-2024 20:43:50,14.71,1265.28,,
2047,06-17-2024 20:48:50,14.54,1049.28,,
2048,06-17-2024 20:53:50,14.45,893.44,,
2049,06-17-2024 20:58:50,14.33,742.72,,
2050,06-17-2024 21:03:50,14.20,552.16,,
2051,06-17-2024 21:08:50,14.07,405.12,,
2052,06-17-2024 21:13:50,14.03,295.12,,
2053,06-17-2024 21:18:50,13.94,215.12,,
2054,06-17-2024 21:23:50,13.68,155.04,,
2055,06-17-2024 21:28:50,13.55,102.84,,
2056,06-17-2024 21:33:50,13.55,62.88,,
2057,06-17-2024 21:38:50,13.43,35.22,,
2058,06-17-2024 21:43:50,13.38,19.35,,
2059,06-17-2024 21:48:50,13.38,9.84,,
2060,06-17-2024 21:53:50,13.30,4.51,,
2061,06-17-2024 21:58:50,13.30,2.16,,
2062,06-17-2024 22:03:50,13.43,0.98,,
2063,06-17-2024 22:08:50,13.38,0.78,,
2064,06-17-2024 22:13:50,13.34,0.19,,
2065,06-17-2024 22:18:50,13.34,0.00,,
2066,06-17-2024 22:23:50,13.34,0.00,,
2067,06-17-2024 22:28:50,13.34,0.00,,
2068,06-17-2024 22:33:50,13.47,0.00,,
2069,06-17-2024 22:38:50,13.47,0.00,,
2070,06-17-2024 22:43:50,13.38,0.00,,
2071,06-17-2024 22:48:50,13.43,0.00,,
2072,06-17-2024 22:53:50,13.34,0.00,,
2073,06-17-2024 22:58:50,13.38,0.00,,
2074,06-17-2024 23:03:50,13.38,0.00,,
2075,06-17-2024 23:08:50,13.25,0.00,,
2076,06-17-2024 23:13:50,13.17,0.00,,
2077,06-17-2024 23:18:50,13.17,0.00,,
2078,06-17-2024 23:23:50,13.12,0.00,,
2079,06-17-2024 23:28:50,13.12,0.00,,
2080,06-17-2024 23:33:50,13.17,0.00,,
2081,06-17-2024 23:38:50,13.17,0.00,,
2082,06-17-2024 23:43:50,13.21,0.00,,
2083,06-17-2024 23:48:50,13.21,0.00,,
2084,06-17-2024 23:53:50,13.21,0.00,,
2085,06-17-2024 23:58:50,13.17,0.00,,
2086,06-18-2024 00:03:50,13.25,0.00,,
2087,06-18-2024 00:08:50,13.17,0.00,,
2088,06-18-2024 00:13:50,13.08,0.00,,
2089,06-18-2024 00:18:50,13.08,0.00,,
2090,06-18-2024 00:23:50,13.17,0.00,,
2091,06-18-2024 00:28:50,13.08,0.00,,
2092,06-18-2024 00:33:50,12.95,0.00,,
2093,06-18-2024 00:38:50,12.87,0.00,,
2094,06-18-2024 00:43:50,12.78,0.00,,
2095,06-18-2024 00:48:50,12.70,0.00,,
2096,06-18-2024 00:53:50,12.70,0.00,,
2097,06-18-2024 00:58:50,12.74,0.00,,
2098,06-18-2024 01:03:50,12.82,0.00,,
2099,06-18-2024 01:08:50,12.78,0.00,,
2100,06-18-2024 01:13:50,12.78,0.00,,
2101,06-18-2024 01:18:50,12.78,0.00,,
2102,06-18-2024 01:23:50,12.82,0.00,,
2103,06-18-2024 01:28:50,12.82,0.00,,
2104,06-18-2024 01:33:50,12.78,0.00,,
2105,06-18-2024 01:38:50,12.74,0.00,,
2106,06-18-2024 01:43:50,12.74,0.00,,
2107,06-18-2024 01:48:50,12.65,0.00,,
2108,06-18-2024 01:53:50,12.57,0.00,,
2109,06-18-2024 01:58:50,12.48,0.00,,
2110,06-18-2024 02:03:50,12.40,0.00,,
2111,06-18-2024 02:08:50,12.40,0.00,,
2112,06-18-2024 02:13:50,12.31,0.00,,
2113,06-18-2024 02:18:50,12.22,0.00,,
2114,06-18-2024 02:23:50,12.22,0.00,,
2115,06-18-2024 02:28:50,12.14,0.00,,
2116,06-18-2024 02:33:50,12.14,0.00,,
2117,06-18-2024 02:38:50,12.05,0.00,,
2118,06-18-2024 02:43:50,12.05,0.00,,
2119,06-18-2024 02:48:50,12.01,0.00,,
2120,06-18-2024 02:53:50,12.01,0.00,,
2121,06-18-2024 02:58:50,11.97,0.00,,
2122,06-18-2024 03:03:50,11.88,0.00,,
2123,06-18-2024 03:08:50,11.88,0.00,,
2124,06-18-2024 03:13:50,11.88,0.00,,
2125,06-18-2024 03:18:50,11.79,0.00,,
2126,06-18-2024 03:23:50,11.84,0.00,,
2127,06-18-2024 03:28:50,11.88,0.00,,
2128,06-18-2024 03:33:50,11.84,0.00,,
2129,06-18-2024 03:38:50,11.79,0.00,,
2130,06-18-2024 03:43:50,11.84,0.00,,
2131,06-18-2024 03:48:50,11.79,0.00,,
2132,06-18-2024 03:53:50,11.71,0.00,,
